Release Period,State,Facility ID,Completed Surveys,Response Rate (%)
07_2022,NE,280061,577,22
07_2022,NE,280065,393,21
07_2022,NE,28006F,457,39
07_2022,NE,280077,205,17
07_2022,NE,280081,635,18
07_2022,NE,280105,162,28
07_2022,NE,280111,363,29
07_2022,NE,280125,397,31
07_2022,NE,280127,141,59
07_2022,NE,280128,473,39
07_2022,NE,280129,297,65
07_2022,NE,280130,799,25
07_2022,NE,280131,502,61
07_2022,NE,280132,840,28
07_2022,NE,280133,209,25
07_2022,NE,280134,454,39
07_2022,NE,280139,Not Available,Not Available
07_2022,NE,281300,57,46
07_2022,NE,281301,76,45
07_2022,NE,281302,Not Available,Not Available
07_2022,NE,281303,Not Available,Not Available
07_2022,NE,281304,86,34
07_2022,NE,281305,28,32
07_2022,NE,281306,Not Available,Not Available
07_2022,NE,281307,Not Available,Not Available
07_2022,NE,281308,39,39
07_2022,NE,281309,47,52
07_2022,NE,281310,Not Available,Not Available
07_2022,NE,281311,Not Available,Not Available
07_2022,NE,281312,Not Available,Not Available
07_2022,NE,281313,48,24
07_2022,NE,281314,31,41
07_2022,NE,281315,126,43
07_2022,NE,281316,Not Available,Not Available
07_2022,NE,281318,42,41
07_2022,NE,281319,55,46
07_2022,NE,281320,46,46
07_2022,NE,281322,111,49
07_2022,NE,281323,Not Available,Not Available
07_2022,NE,281324,Not Available,Not Available
07_2022,NE,281325,Not Available,Not Available
07_2022,NE,281326,44,35
07_2022,NE,281327,50,35
07_2022,NE,281328,41,38
07_2022,NE,281329,155,32
07_2022,NE,281330,Not Available,Not Available
07_2022,NE,281331,34,37
07_2022,NE,281332,90,40
07_2022,NE,281333,32,56
07_2022,NE,281334,166,46
07_2022,NE,281335,41,40
07_2022,NE,281336,189,35
07_2022,NE,281338,68,37
07_2022,NE,281339,95,38
07_2022,NE,281340,39,34
07_2022,NE,281341,108,38
07_2022,NE,281342,51,22
07_2022,NE,281343,Not Available,Not Available
07_2022,NE,281344,66,16
07_2022,NE,281345,86,33
07_2022,NE,281346,Not Available,Not Available
07_2022,NE,281347,71,43
07_2022,NE,281348,43,30
07_2022,NE,281349,63,26
07_2022,NE,281350,41,41
07_2022,NE,281351,Not Available,Not Available
07_2022,NE,281352,192,38
07_2022,NE,281353,40,33
07_2022,NE,281354,32,18
07_2022,NE,281355,53,31
07_2022,NE,281356,106,46
07_2022,NE,281357,Not Available,Not Available
07_2022,NE,281358,34,31
07_2022,NE,281359,49,23
07_2022,NE,281360,138,28
07_2022,NE,281361,93,27
07_2022,NE,281362,212,42
07_2022,NE,281363,137,27
07_2022,NE,281364,110,22
07_2022,NE,281365,73,39
07_2022,NE,283300,Not Available,Not Available
07_2022,NE,283301,Not Available,Not Available
07_2022,NV,290001,1074,28
07_2022,NV,290003,464,10
07_2022,NV,290005,480,20
07_2022,NV,290007,1540,12
07_2022,NV,290008,213,14
07_2022,NV,290009,539,31
07_2022,NV,290012,Not Available,Not Available
07_2022,NV,290019,1015,27
07_2022,NV,29001F,482,39
07_2022,NV,290021,666,14
07_2022,NV,290022,394,14
07_2022,NV,29002F,495,38
07_2022,NV,290032,534,24
07_2022,NV,290039,468,16
07_2022,NV,290041,715,15
07_2022,NV,290042,Not Available,Not Available
07_2022,NV,290045,1158,19
07_2022,NV,290046,526,13
07_2022,NV,290047,494,16
07_2022,NV,290049,320,25
07_2022,NV,29004F,460,32
07_2022,NV,290053,833,16
07_2022,NV,290054,587,14
07_2022,NV,290057,863,15
07_2022,NV,290058,55,11
07_2022,NV,291300,29,20
07_2022,NV,291301,Not Available,Not Available
07_2022,NV,291302,56,19
07_2022,NV,291303,Not Available,Not Available
07_2022,NV,291304,Not Available,Not Available
07_2022,NV,291306,215,29
07_2022,NV,291307,200,28
07_2022,NV,291308,111,16
07_2022,NV,291309,Not Available,Not Available
07_2022,NV,291311,224,26
07_2022,NV,291312,Not Available,Not Available
07_2022,NV,291313,258,25
07_2022,NV,291314,Not Available,Not Available
07_2022,NH,300001,659,29
07_2022,NH,300003,2032,30
07_2022,NH,300005,455,25
07_2022,NH,300011,720,26
07_2022,NH,300012,386,20
07_2022,NH,300014,397,21
07_2022,NH,300017,459,24
07_2022,NH,300018,800,26
07_2022,NH,300019,573,24
07_2022,NH,300020,428,23
07_2022,NH,300023,908,28
07_2022,NH,300029,453,26
07_2022,NH,300034,1165,26
07_2022,NH,301300,Not Available,Not Available
07_2022,NH,301301,94,27
07_2022,NH,301302,248,24
07_2022,NH,301303,Not Available,Not Available
07_2022,NH,301304,167,29
07_2022,NH,301305,182,32
07_2022,NH,301306,Not Available,Not Available
07_2022,NH,301307,205,24
07_2022,NH,301308,80,23
07_2022,NH,301309,191,27
07_2022,NH,301310,158,26
07_2022,NH,301311,249,26
07_2022,NH,301312,110,24
07_2022,NJ,310001,5110,20
07_2022,NJ,310002,425,8
07_2022,NJ,310003,728,15
07_2022,NJ,310005,792,26
07_2022,NJ,310006,464,26
07_2022,NJ,310008,905,20
07_2022,NJ,310009,612,12
07_2022,NJ,310010,746,24
07_2022,NJ,310011,831,28
07_2022,NJ,310012,1135,27
07_2022,NJ,310014,419,17
07_2022,NJ,310015,3276,26
07_2022,NJ,310016,327,9
07_2022,NJ,310017,1078,23
07_2022,NJ,310019,2698,17
07_2022,NJ,31001F,547,26
07_2022,NJ,310021,251,16
07_2022,NJ,310022,552,23
07_2022,NJ,310024,620,19
07_2022,NJ,310025,393,13
07_2022,NJ,310027,1504,39
07_2022,NJ,310028,1145,23
07_2022,NJ,310029,572,21
07_2022,NJ,310031,820,32
07_2022,NJ,310032,1104,16
07_2022,NJ,310034,2091,26
07_2022,NJ,310038,2751,19
07_2022,NJ,310039,1269,16
07_2022,NJ,310040,296,9
07_2022,NJ,310041,3337,24
07_2022,NJ,310044,1406,16
07_2022,NJ,310045,1181,23
07_2022,NJ,310047,386,21
07_2022,NJ,310048,1454,20
07_2022,NJ,310050,975,27
07_2022,NJ,310051,1564,21
07_2022,NJ,310052,2791,27
07_2022,NJ,310054,670,16
07_2022,NJ,310057,466,19
07_2022,NJ,310058,45,5
07_2022,NJ,310060,586,27
07_2022,NJ,310061,424,16
07_2022,NJ,310064,409,20
07_2022,NJ,310069,1372,22
07_2022,NJ,310070,301,18
07_2022,NJ,310073,4692,24
07_2022,NJ,310074,908,10
07_2022,NJ,310075,2253,20
07_2022,NJ,310076,2058,18
07_2022,NJ,310083,457,17
07_2022,NJ,310084,414,18
07_2022,NJ,310086,889,18
07_2022,NJ,310091,240,17
07_2022,NJ,310092,549,12
07_2022,NJ,310096,461,34
07_2022,NJ,310108,2026,16
07_2022,NJ,310110,424,20
07_2022,NJ,310111,1039,21
07_2022,NJ,310112,1094,21
07_2022,NJ,310113,1478,27
07_2022,NJ,310115,554,21
07_2022,NJ,310118,376,13
07_2022,NJ,310119,648,7
07_2022,NJ,310130,371,23
07_2022,NJ,313300,Not Available,Not Available
07_2022,NJ,313302,Not Available,Not Available
07_2022,NM,320001,1274,13
07_2022,NM,320002,389,23
07_2022,NM,320003,88,15
07_2022,NM,320004,440,18
07_2022,NM,320005,398,16
07_2022,NM,320006,316,14
07_2022,NM,320009,507,24
07_2022,NM,320011,207,15
07_2022,NM,320017,552,15
07_2022,NM,320018,804,14
07_2022,NM,320021,1505,17
07_2022,NM,320022,319,12
07_2022,NM,320030,185,27
07_2022,NM,320033,111,26
07_2022,NM,320038,131,11
07_2022,NM,320057,Not Available,Not Available
07_2022,NM,320058,Not Available,Not Available
07_2022,NM,320059,Not Available,Not Available
07_2022,NM,32005F,460,36
07_2022,NM,320060,79,16
07_2022,NM,320061,149,9
07_2022,NM,320062,Not Available,Not Available
07_2022,NM,320063,171,13
07_2022,NM,320065,76,9
07_2022,NM,320067,34,22
07_2022,NM,320070,Not Available,Not Available
07_2022,NM,320074,396,20
07_2022,NM,320084,42,21
07_2022,NM,320085,847,17
07_2022,NM,320086,218,16
07_2022,NM,320089,282,15
07_2022,NM,320090,227,15
07_2022,NM,320091,Not Available,Not Available
07_2022,NM,321300,Not Available,Not Available
07_2022,NM,321301,38,10
07_2022,NM,321302,Not Available,Not Available
07_2022,NM,321304,31,27
07_2022,NM,321305,95,16
07_2022,NM,321306,124,14
07_2022,NM,321307,67,19
07_2022,NM,321308,98,15
07_2022,NM,321309,80,11
07_2022,NM,321310,176,18
07_2022,NM,321311,159,18
07_2022,NY,330005,3046,21
07_2022,NY,330006,158,11
07_2022,NY,330008,262,32
07_2022,NY,330009,584,8
07_2022,NY,330011,1432,36
07_2022,NY,330013,1308,22
07_2022,NY,330014,726,11
07_2022,NY,330019,483,13
07_2022,NY,330023,3488,29
07_2022,NY,330024,773,17
07_2022,NY,330027,1875,26
07_2022,NY,330028,501,16
07_2022,NY,330030,738,21
07_2022,NY,330033,194,19
07_2022,NY,330043,412,22
07_2022,NY,330044,480,20
07_2022,NY,330045,471,22
07_2022,NY,330046,363,14
07_2022,NY,330047,591,29
07_2022,NY,330049,869,32
07_2022,NY,330055,454,19
07_2022,NY,330056,501,10
07_2022,NY,330057,2385,25
07_2022,NY,330058,585,27
07_2022,NY,330059,5572,14
07_2022,NY,330065,510,22
07_2022,NY,330073,795,26
07_2022,NY,330074,478,29
07_2022,NY,330078,1584,23
07_2022,NY,330079,585,34
07_2022,NY,330080,477,7
07_2022,NY,330084,151,21
07_2022,NY,330085,271,24
07_2022,NY,330086,73,6
07_2022,NY,330090,614,24
07_2022,NY,330094,455,24
07_2022,NY,330096,301,23
07_2022,NY,33009F,462,36
07_2022,NY,330100,Not Available,Not Available
07_2022,NY,330101,1589,16
07_2022,NY,330102,836,31
07_2022,NY,330103,749,23
07_2022,NY,330104,661,14
07_2022,NY,330106,568,21
07_2022,NY,330107,503,22
07_2022,NY,330111,153,34
07_2022,NY,330115,633,30
07_2022,NY,330119,414,21
07_2022,NY,33011F,48,34
07_2022,NY,330125,4047,24
07_2022,NY,330126,1297,18
07_2022,NY,330127,824,8
07_2022,NY,330128,607,11
07_2022,NY,33012F,470,37
07_2022,NY,330135,237,18
07_2022,NY,330136,827,22
07_2022,NY,330140,3725,27
07_2022,NY,330141,421,19
07_2022,NY,330144,27,26
07_2022,NY,33014F,Not Available,Not Available
07_2022,NY,330151,176,32
07_2022,NY,330153,1821,23
07_2022,NY,330157,474,20
07_2022,NY,330158,462,19
07_2022,NY,33015F,125,31
07_2022,NY,330160,387,17
07_2022,NY,330162,383,25
07_2022,NY,330163,163,18
07_2022,NY,330164,1136,26
07_2022,NY,330166,40,31
07_2022,NY,330169,312,14
07_2022,NY,33016F,397,24
07_2022,NY,330175,378,22
07_2022,NY,33017F,472,29
07_2022,NY,330180,943,19
07_2022,NY,330181,476,20
07_2022,NY,330182,1481,32
07_2022,NY,330184,307,14
07_2022,NY,330185,432,23
07_2022,NY,330188,497,23
07_2022,NY,330191,1626,22
07_2022,NY,330193,699,11
07_2022,NY,330194,489,12
07_2022,NY,330195,582,14
07_2022,NY,330196,628,11
07_2022,NY,330197,540,22
07_2022,NY,330198,761,20
07_2022,NY,330199,366,10
07_2022,NY,33019F,472,36
07_2022,NY,330202,657,9
07_2022,NY,330203,648,25
07_2022,NY,330204,1002,10
07_2022,NY,330205,255,25
07_2022,NY,330208,616,15
07_2022,NY,33020F,Not Available,Not Available
07_2022,NY,330211,206,22
07_2022,NY,330214,3154,20
07_2022,NY,330215,440,21
07_2022,NY,330218,355,21
07_2022,NY,330219,1104,20
07_2022,NY,330221,959,23
07_2022,NY,330222,415,29
07_2022,NY,330223,154,18
07_2022,NY,330224,299,19
07_2022,NY,330226,2814,27
07_2022,NY,330229,295,24
07_2022,NY,330231,491,10
07_2022,NY,330233,609,7
07_2022,NY,330234,1156,17
07_2022,NY,330235,597,24
07_2022,NY,330236,1014,16
07_2022,NY,330238,424,28
07_2022,NY,330239,835,27
07_2022,NY,330240,415,7
07_2022,NY,330241,633,24
07_2022,NY,330245,529,29
07_2022,NY,330246,546,22
07_2022,NY,33024F,519,42
07_2022,NY,330250,482,25
07_2022,NY,330259,434,13
07_2022,NY,33025F,139,21
07_2022,NY,330261,430,19
07_2022,NY,330264,743,16
07_2022,NY,330265,485,36
07_2022,NY,330267,1144,21
07_2022,NY,330270,1681,46
07_2022,NY,330273,551,24
07_2022,NY,330276,289,19
07_2022,NY,330277,627,25
07_2022,NY,330279,2739,31
07_2022,NY,330285,795,24
07_2022,NY,330286,1443,18
07_2022,NY,330304,1307,23
07_2022,NY,330307,699,24
07_2022,NY,330331,382,23
07_2022,NY,330332,551,26
07_2022,NY,330350,253,6
07_2022,NY,330386,263,15
07_2022,NY,330393,2138,24
07_2022,NY,330394,749,22
07_2022,NY,330395,684,27
07_2022,NY,330396,383,8
07_2022,NY,330399,591,8
07_2022,NY,330401,801,24
07_2022,NY,330403,Not Available,Not Available
07_2022,NY,330405,Not Available,Not Available
07_2022,NY,330406,Not Available,Not Available
07_2022,NY,330411,Not Available,Not Available
07_2022,NY,331301,Not Available,Not Available
07_2022,NY,331302,48,35
07_2022,NY,331303,Not Available,Not Available
07_2022,NY,331304,32,29
07_2022,NY,331305,Not Available,Not Available
07_2022,NY,331307,Not Available,Not Available
07_2022,NY,331309,Not Available,Not Available
07_2022,NY,331310,Not Available,Not Available
07_2022,NY,331311,111,21
07_2022,NY,331312,Not Available,Not Available
07_2022,NY,331313,35,24
07_2022,NY,331314,82,33
07_2022,NY,331315,30,16
07_2022,NY,331316,278,38
07_2022,NY,331317,315,32
07_2022,NY,331318,Not Available,Not Available
07_2022,NY,331319,38,21
07_2022,NY,331320,78,23
07_2022,NY,333301,Not Available,Not Available
07_2022,NC,340001,500,18
07_2022,NC,340002,458,21
07_2022,NC,340003,639,25
07_2022,NC,340004,534,14
07_2022,NC,340008,362,12
07_2022,NC,340010,492,17
07_2022,NC,340013,318,16
07_2022,NC,340014,818,21
07_2022,NC,340015,417,18
07_2022,NC,340016,446,19
07_2022,NC,340017,1221,28
07_2022,NC,340020,314,14
07_2022,NC,340021,770,17
07_2022,NC,340023,582,26
07_2022,NC,340024,277,15
07_2022,NC,340027,445,16
07_2022,NC,340028,2534,14
07_2022,NC,340030,1472,22
07_2022,NC,340032,1036,17
07_2022,NC,340039,645,29
07_2022,NC,340040,1470,15
07_2022,NC,340041,541,19
07_2022,NC,340042,533,14
07_2022,NC,340047,371,17
07_2022,NC,340049,264,48
07_2022,NC,340050,498,13
07_2022,NC,340051,373,23
07_2022,NC,340053,604,18
07_2022,NC,340060,316,14
07_2022,NC,340061,2221,18
07_2022,NC,340064,303,15
07_2022,NC,340068,323,14
07_2022,NC,340069,3076,31
07_2022,NC,340070,542,17
07_2022,NC,340071,336,12
07_2022,NC,340073,1280,23
07_2022,NC,340075,412,15
07_2022,NC,340084,71,17
07_2022,NC,340085,387,13
07_2022,NC,340087,248,16
07_2022,NC,340090,1378,18
07_2022,NC,340091,750,18
07_2022,NC,340096,443,17
07_2022,NC,340097,510,18
07_2022,NC,340098,563,22
07_2022,NC,340099,313,15
07_2022,NC,340107,235,13
07_2022,NC,340109,645,21
07_2022,NC,340113,583,17
07_2022,NC,340114,4309,25
07_2022,NC,340115,1868,23
07_2022,NC,340116,1018,22
07_2022,NC,340119,384,16
07_2022,NC,34011F,748,28
07_2022,NC,340120,269,15
07_2022,NC,340123,402,14
07_2022,NC,340126,492,13
07_2022,NC,340127,176,13
07_2022,NC,340129,648,20
07_2022,NC,34012F,507,32
07_2022,NC,340130,426,18
07_2022,NC,340131,982,23
07_2022,NC,340132,342,12
07_2022,NC,340133,89,17
07_2022,NC,34013F,356,26
07_2022,NC,340141,3195,30
07_2022,NC,340142,608,26
07_2022,NC,340143,842,20
07_2022,NC,340144,202,12
07_2022,NC,340145,486,19
07_2022,NC,340147,1018,16
07_2022,NC,340148,309,35
07_2022,NC,34014F,1553,33
07_2022,NC,340151,436,15
07_2022,NC,340155,734,17
07_2022,NC,340156,Not Available,Not Available
07_2022,NC,340158,770,25
07_2022,NC,340159,98,16
07_2022,NC,340166,507,12
07_2022,NC,340168,Not Available,Not Available
07_2022,NC,340171,491,20
07_2022,NC,340173,1059,31
07_2022,NC,34017F,436,35
07_2022,NC,340183,473,19
07_2022,NC,340184,600,21
07_2022,NC,340186,328,19
07_2022,NC,340187,532,29
07_2022,NC,340188,259,20
07_2022,NC,340190,415,16
07_2022,NC,34036F,514,43
07_2022,NC,341303,Not Available,Not Available
07_2022,NC,341304,35,18
07_2022,NC,341305,70,26
07_2022,NC,341307,Not Available,Not Available
07_2022,NC,341311,147,16
07_2022,NC,341314,Not Available,Not Available
07_2022,NC,341315,43,17
07_2022,NC,341316,61,31
07_2022,NC,341317,42,17
07_2022,NC,341318,170,16
07_2022,NC,341319,237,23
07_2022,NC,341320,Not Available,Not Available
07_2022,NC,341322,195,31
07_2022,NC,341323,57,24
07_2022,NC,341324,203,24
07_2022,NC,341325,174,24
07_2022,NC,341326,241,24
07_2022,NC,341327,169,34
07_2022,NC,341328,202,20
07_2022,NC,341329,189,24
07_2022,ND,350002,840,29
07_2022,ND,350006,509,21
07_2022,ND,350011,451,29
07_2022,ND,350015,557,27
07_2022,ND,350019,639,25
07_2022,ND,35002F,450,42
07_2022,ND,350063,44,12
07_2022,ND,350064,Not Available,Not Available
07_2022,ND,350070,1317,32
07_2022,ND,351300,43,41
07_2022,ND,351301,Not Available,Not Available
07_2022,ND,351302,59,30
07_2022,ND,351303,25,27
07_2022,ND,351304,Not Available,Not Available
07_2022,ND,351305,Not Available,Not Available
07_2022,ND,351306,Not Available,Not Available
07_2022,ND,351307,Not Available,Not Available
07_2022,ND,351308,Not Available,Not Available
07_2022,ND,351309,38,42
07_2022,ND,351310,42,39
07_2022,ND,351311,26,37
07_2022,ND,351312,40,49
07_2022,ND,351313,Not Available,Not Available
07_2022,ND,351314,43,38
07_2022,ND,351315,33,45
07_2022,ND,351316,29,22
07_2022,ND,351318,43,39
07_2022,ND,351319,36,47
07_2022,ND,351320,48,42
07_2022,ND,351321,33,39
07_2022,ND,351322,Not Available,Not Available
07_2022,ND,351323,Not Available,Not Available
07_2022,ND,351324,34,30
07_2022,ND,351325,Not Available,Not Available
07_2022,ND,351326,51,48
07_2022,ND,351327,30,10
07_2022,ND,351328,Not Available,Not Available
07_2022,ND,351329,Not Available,Not Available
07_2022,ND,351330,83,40
07_2022,ND,351331,43,50
07_2022,ND,351332,55,35
07_2022,ND,351333,81,14
07_2022,ND,351334,182,14
07_2022,ND,351335,267,34
07_2022,ND,351336,257,22
07_2022,OH,360001,926,22
07_2022,OH,360002,490,30
07_2022,OH,360003,1078,14
07_2022,OH,360006,547,24
07_2022,OH,360008,415,15
07_2022,OH,360009,501,25
07_2022,OH,360010,597,26
07_2022,OH,360011,524,21
07_2022,OH,360012,2111,19
07_2022,OH,360013,432,24
07_2022,OH,360014,330,17
07_2022,OH,360016,798,25
07_2022,OH,360017,563,17
07_2022,OH,36001F,498,34
07_2022,OH,360020,3589,20
07_2022,OH,360025,320,23
07_2022,OH,360026,79,19
07_2022,OH,360027,2580,20
07_2022,OH,360029,355,24
07_2022,OH,360032,300,27
07_2022,OH,360035,4235,21
07_2022,OH,360036,469,28
07_2022,OH,360037,367,24
07_2022,OH,360039,2080,30
07_2022,OH,36003F,451,34
07_2022,OH,360040,450,22
07_2022,OH,360041,1610,30
07_2022,OH,360044,325,25
07_2022,OH,360046,318,25
07_2022,OH,360048,467,22
07_2022,OH,360051,545,20
07_2022,OH,360054,464,15
07_2022,OH,360055,677,25
07_2022,OH,360056,1198,22
07_2022,OH,360058,481,32
07_2022,OH,360059,397,15
07_2022,OH,360064,883,24
07_2022,OH,360065,657,24
07_2022,OH,360066,804,26
07_2022,OH,360068,989,27
07_2022,OH,36006F,771,46
07_2022,OH,360070,847,26
07_2022,OH,360071,164,28
07_2022,OH,360072,595,25
07_2022,OH,360075,385,14
07_2022,OH,360076,497,18
07_2022,OH,360077,2308,20
07_2022,OH,360078,1062,23
07_2022,OH,360079,1398,22
07_2022,OH,36007F,446,34
07_2022,OH,360080,Not Available,Not Available
07_2022,OH,360081,373,21
07_2022,OH,360082,385,14
07_2022,OH,360084,1392,25
07_2022,OH,360085,2240,18
07_2022,OH,360086,1624,20
07_2022,OH,360087,377,17
07_2022,OH,360089,476,25
07_2022,OH,36008F,Not Available,Not Available
07_2022,OH,360090,827,29
07_2022,OH,360091,960,25
07_2022,OH,360092,426,25
07_2022,OH,360095,719,28
07_2022,OH,360096,579,31
07_2022,OH,360098,1003,23
07_2022,OH,360107,223,24
07_2022,OH,360109,381,27
07_2022,OH,360112,822,18
07_2022,OH,360118,499,25
07_2022,OH,360121,356,34
07_2022,OH,360123,1376,28
07_2022,OH,360125,413,20
07_2022,OH,360131,249,26
07_2022,OH,360132,598,17
07_2022,OH,360133,1223,16
07_2022,OH,360134,904,19
07_2022,OH,360137,4233,18
07_2022,OH,360143,996,20
07_2022,OH,360144,660,14
07_2022,OH,360145,1280,24
07_2022,OH,360147,659,22
07_2022,OH,360148,528,43
07_2022,OH,360150,515,24
07_2022,OH,360152,520,14
07_2022,OH,360155,1099,27
07_2022,OH,360156,245,28
07_2022,OH,360159,280,15
07_2022,OH,360161,456,23
07_2022,OH,360163,2483,28
07_2022,OH,360170,307,20
07_2022,OH,360172,613,21
07_2022,OH,360174,509,24
07_2022,OH,360175,249,23
07_2022,OH,360179,1293,24
07_2022,OH,360180,7044,26
07_2022,OH,360185,553,27
07_2022,OH,360189,192,23
07_2022,OH,360192,1553,31
07_2022,OH,360197,221,23
07_2022,OH,360203,483,26
07_2022,OH,360210,278,22
07_2022,OH,360211,642,23
07_2022,OH,360218,587,23
07_2022,OH,360230,2085,24
07_2022,OH,360234,1021,23
07_2022,OH,360236,601,21
07_2022,OH,360239,705,21
07_2022,OH,360245,Not Available,Not Available
07_2022,OH,360247,Not Available,Not Available
07_2022,OH,360259,486,27
07_2022,OH,360262,464,25
07_2022,OH,360263,254,56
07_2022,OH,360266,741,50
07_2022,OH,360270,272,35
07_2022,OH,360276,749,22
07_2022,OH,360348,526,24
07_2022,OH,360351,885,51
07_2022,OH,360352,348,58
07_2022,OH,360354,1047,20
07_2022,OH,360355,72,39
07_2022,OH,360358,Not Available,Not Available
07_2022,OH,360359,1693,26
07_2022,OH,360360,1184,20
07_2022,OH,360361,Not Available,Not Available
07_2022,OH,360364,1046,25
07_2022,OH,360365,133,14
07_2022,OH,360367,160,49
07_2022,OH,360368,261,23
07_2022,OH,361300,68,37
07_2022,OH,361301,Not Available,Not Available
07_2022,OH,361302,Not Available,Not Available
07_2022,OH,361303,93,37
07_2022,OH,361304,62,21
07_2022,OH,361306,99,29
07_2022,OH,361307,362,30
07_2022,OH,361308,99,25
07_2022,OH,361309,116,29
07_2022,OH,361310,74,32
07_2022,OH,361311,Not Available,Not Available
07_2022,OH,361312,86,23
07_2022,OH,361313,46,22
07_2022,OH,361314,67,27
07_2022,OH,361315,63,22
07_2022,OH,361316,77,15
07_2022,OH,361318,90,26
07_2022,OH,361319,212,33
07_2022,OH,361320,61,15
07_2022,OH,361321,69,34
07_2022,OH,361322,32,33
07_2022,OH,361323,248,31
07_2022,OH,361324,108,25
07_2022,OH,361325,118,9
07_2022,OH,361326,71,18
07_2022,OH,361327,Not Available,Not Available
07_2022,OH,361328,196,23
07_2022,OH,361329,Not Available,Not Available
07_2022,OH,361330,27,12
07_2022,OH,361331,140,26
07_2022,OH,361332,107,15
07_2022,OH,361333,201,29
07_2022,OH,361334,71,19
07_2022,OH,363300,Not Available,Not Available
07_2022,OH,363302,Not Available,Not Available
07_2022,OH,363303,Not Available,Not Available
07_2022,OH,363304,Not Available,Not Available
07_2022,OH,363305,Not Available,Not Available
07_2022,OH,363306,Not Available,Not Available
07_2022,OH,363308,Not Available,Not Available
07_2022,OK,370001,1432,17
07_2022,OK,370002,172,21
07_2022,OK,370004,262,19
07_2022,OK,370006,252,17
07_2022,OK,370008,393,19
07_2022,OK,370013,437,21
07_2022,OK,370014,464,12
07_2022,OK,370015,85,23
07_2022,OK,370016,296,16
07_2022,OK,370018,646,25
07_2022,OK,370019,200,19
07_2022,OK,370020,435,17
07_2022,OK,370022,264,20
07_2022,OK,370023,379,21
07_2022,OK,370025,743,31
07_2022,OK,370026,646,25
07_2022,OK,370028,448,18
07_2022,OK,370029,129,21
07_2022,OK,370030,35,19
07_2022,OK,370034,241,13
07_2022,OK,370037,1120,16
07_2022,OK,370039,346,18
07_2022,OK,370041,617,38
07_2022,OK,370047,699,17
07_2022,OK,370049,485,14
07_2022,OK,370054,90,17
07_2022,OK,370056,431,16
07_2022,OK,370057,56,13
07_2022,OK,370078,726,15
07_2022,OK,370083,42,17
07_2022,OK,370089,362,18
07_2022,OK,370091,3400,26
07_2022,OK,370093,410,14
07_2022,OK,370094,411,13
07_2022,OK,370097,402,17
07_2022,OK,370099,89,20
07_2022,OK,370100,75,13
07_2022,OK,370106,372,14
07_2022,OK,370112,92,20
07_2022,OK,370113,316,20
07_2022,OK,370114,3496,23
07_2022,OK,37012F,475,39
07_2022,OK,370139,38,25
07_2022,OK,370149,314,15
07_2022,OK,37014F,477,30
07_2022,OK,370153,57,19
07_2022,OK,370158,65,25
07_2022,OK,370166,85,15
07_2022,OK,370170,40,18
07_2022,OK,370171,362,16
07_2022,OK,370172,172,17
07_2022,OK,370173,153,22
07_2022,OK,370178,98,17
07_2022,OK,370180,369,16
07_2022,OK,370183,61,21
07_2022,OK,370192,50,38
07_2022,OK,370199,243,16
07_2022,OK,370201,48,28
07_2022,OK,370202,382,20
07_2022,OK,370203,451,37
07_2022,OK,370206,301,36
07_2022,OK,370210,831,41
07_2022,OK,370211,371,17
07_2022,OK,370212,143,41
07_2022,OK,370214,Not Available,Not Available
07_2022,OK,370215,1423,36
07_2022,OK,370216,326,40
07_2022,OK,370218,429,25
07_2022,OK,370220,112,36
07_2022,OK,370222,1219,43
07_2022,OK,370225,145,23
07_2022,OK,370227,314,25
07_2022,OK,370228,314,24
07_2022,OK,370229,68,16
07_2022,OK,370234,805,29
07_2022,OK,370235,395,30
07_2022,OK,370236,441,19
07_2022,OK,370237,193,27
07_2022,OK,370240,32,10
07_2022,OK,370243,Not Available,Not Available
07_2022,OK,371300,33,20
07_2022,OK,371301,Not Available,Not Available
07_2022,OK,371302,39,25
07_2022,OK,371303,36,32
07_2022,OK,371304,43,24
07_2022,OK,371305,Not Available,Not Available
07_2022,OK,371306,37,21
07_2022,OK,371307,Not Available,Not Available
07_2022,OK,371309,30,18
07_2022,OK,371310,34,18
07_2022,OK,371311,Not Available,Not Available
07_2022,OK,371312,45,20
07_2022,OK,371313,72,28
07_2022,OK,371314,49,16
07_2022,OK,371316,44,15
07_2022,OK,371317,96,24
07_2022,OK,371318,Not Available,Not Available
07_2022,OK,371319,50,24
07_2022,OK,371320,33,28
07_2022,OK,371321,44,16
07_2022,OK,371322,Not Available,Not Available
07_2022,OK,371323,65,17
07_2022,OK,371324,Not Available,Not Available
07_2022,OK,371325,Not Available,Not Available
07_2022,OK,371326,29,16
07_2022,OK,371327,Not Available,Not Available
07_2022,OK,371328,66,25
07_2022,OK,371329,30,25
07_2022,OK,371330,Not Available,Not Available
07_2022,OK,371331,35,17
07_2022,OK,371332,Not Available,Not Available
07_2022,OK,371333,53,16
07_2022,OK,371334,39,14
07_2022,OK,371335,Not Available,Not Available
07_2022,OK,371336,Not Available,Not Available
07_2022,OK,371337,61,14
07_2022,OK,371338,Not Available,Not Available
07_2022,OK,371340,53,28
07_2022,OK,371341,28,14
07_2022,OK,371342,Not Available,Not Available
07_2022,OK,373300,Not Available,Not Available
07_2022,OR,380001,305,23
07_2022,OR,380002,1433,30
07_2022,OR,380004,569,24
07_2022,OR,380005,298,25
07_2022,OR,380007,771,19
