SURVEY_NAME,QUESTION_ID,QUESTION_TXT,ANSWER_TXT,NUM_RESPONSES,TOTAL_RESPONSES
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","The reason the audit was performed in the first place was because our CPA overpaid our 2nd Quarter True Up payment and we needed a refund. We still have no received this refund- it should be in the amount of $8,909.00. Can you give me any update on this?",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","The recent inclusion of section 125 savings/retirement plan employee deductions doesn't seem reasonable. In the past, all section 125 plans have been deducted.",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",The scheduler was very helpful to plan a time where it wasn't an interruption during a very busy tax session.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",The whole process was so painless. Once I emailed everything to Mandy she was very quick to process the information. Very professional!,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","The woman that actually did the auditing was great.  I wish I had more time to talk with her as I would like a better understanding of our shortfalls.  With that said, someone at BWC needs to create professional development opportunities specifically for public employers as it relates to calculated your BWC payment.  I feel like it changes every time I've been audited.    ",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",There should be a more thorough approach to the employer.  The initial audit letter requested many items that were not actually needed.  It was a waste of time to collect all of those items and not ever asked to produce them.  There should be consideration for the employer's time and only ask for those actual items needed.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",There should be some kind of explanation as to how the auditor came up with his results.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","There was no explanation process of the survey, or the result. Just brief email asking for my contact info, and then another email relaying the result, but no explanation that I could forward to the business owner.",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","There were several mitigating factors to overall experience.  However, Sharon was pleasant to work with, very responsive, and ensured understanding - on both sides (BWC and Apex), frequently.  Thank you Miss Sharon.",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",There were some documents being requested that I was unable to produce.  I want to thank the auditor for all her patience while I tried to accommodate all requests. ,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","There were some issues with the share file with the one drive and the BWC site. In the end, I ended up faxing the information which took over 2 hours to fax (142 pages). the share one drive would have been faster. ",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","They both were courteous and very pleasant, I hope the rest of their day went as smoothly as my audit went. ",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",They were a very professional and courteous team and made the audit very easy to prepare for and understand,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","This audit was challenging as we had issues with the payroll data, new system and issues with work comp. coding.  John was great to work with. I truly appreciated his patience and professionalism.",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",This audit was very informative.  I was informed about the Construction cap which I was not using also the Officers max cap.  He explained everything clearly.  My true up was complete so it was very easy.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","This is the 2nd time Dawn has done an audit for us. I find her to be very efficient, and very easy to work with. She's friendly but also very knowledgeable. Thank you.",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","This is the fastest audit I have received of anything that has been audited for the Village of Pleasant City. Nancy B. was very focused on what was to be done, she is very well trained and knowledgeable in what she does. Thanks so much....Karen, Fiscal Officer",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",This is the second audit that I have done with Dawn and she is always amazing. She is very easy to work with and breaks things down to explain things to me. ,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",This is the third year that I have worked with Lee. He makes the audit experience a not so stressful one.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",This process was amazingly easy and convenient. It made for the most painless audit. ,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",This process was extremely helpful. I feel like it was educational and will help with future True-Up calculations. I am appreciative of this service.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",This was a great way to do this. I was so surprised at how good and easy it was .  Thank you,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",This was a much easier process than printing everything out and having an auditor come to the office.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",This was a seamless process that was very informative to me.  ,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",This was a smooth and very easy experience because of the professionalism and care given by your auditor. I was very impressed!,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","This was a very easy process by sending everything via email.  There were some findings, but and they were explained so that going forward the issue should be fixed.",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","This was my first BWC audit, Ms Jenkins was very professional and helpful.  She explained the audit process well and even took the time to provide me information to prepare for future audits.",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",This was my first BWC audit.  Mr. Simbeck was extremely helpful and knowledgeable.  The entire process went smoothly.  ,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","This was my first Worker's Compensation audit that I have gone through and Barb made the entire process painless, she was great to work with. ",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",This was my first audit and I thought it went very smooth and the auditor was very professional and kept me informed through the whole process.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",This was my first audit and I was a little nervous. Lee made me feel very comfortable and at ease.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",This was my first audit with Ohio Bureau of Workers Compensation ever and I think it went very well. Auditor was very understanding of me being new with the district and worked with me and didn't make me feel like I didn't know what I was doing. :),1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","This was my first experience with a BWC premium audit.  The auditor was very punctual, polite and professional and answered any questions I had!",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",This was my first kind of audit and I have to say that Barb was great to deal with and answered my questions promptly!,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","This was my first premium audit, and I didn't know what to expect.  It was a very smooth and seamless process thanks to Paula Gilbert.  ",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","This was my first time completing a True-Up report and having an audit. I was nervous because it was my first time completing a True-Up but Lee was knowledgeable and helped me learn so I am better prepared for next year. Throughout the audit process, Lee was kind and took the time to thoroughly explain everything in detail so that I felt better going forward. I really appreciate the time and effort he took for our audit and it was a great experience for me. It was obvious that he truly cares about the work he does and takes pride in what he does.",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","This was my first year as payroll clerk, and Ben was very helpful. He was patient, kind, and explained every step (some of them a second time). ",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","This was my very first audit.  I am relatively new to the payroll department and Genna C. was prompt, and if there was something that she needed she just wrote it down and I went and located it.  Very pleasant to work with.  ",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",This was one of the best audits that I have ever been involved in. I was truly surprised with the professionalism and help that we received.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","This was our first audit since I have been here, so I did not know what to expect.  ",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",This was pretty painless due to our accountants participation. Thank You,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",This was the most hassle free audit ever.  So happy to just send the materials ahead of time and have a professional and pleasant auditor to communicate with!  Thank you!,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",This whole process is very confusing and has nothing to do with the person I spoke with. She was very helpful and I just can't grasp what I need to do and when.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Thompson is very profession and informative,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Thomson W. Au was very courteous and took the time to explain what was required with the audit and he also answer all my questions.  ,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","Thomson was super helpful.  I really appreciated how this audit was handled, I learn some things and clarified some thing. ",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Thorough and professional,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Thumbs up!,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Tom Luebcke was incredibly friendly and made the process very easy. ,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Too many audits,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Took awhile from the time that I first notified OBWC that I wanted to close account until start of audit.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Tracey M was very professional and friendly. She explained the process and what information she would need for the audit. It was a pretty simple process. She also explained the results of the audit so I can more accurately report payroll in the future. ,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Tracey Martin was great to work with!,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Tracey did a wonderful job with us.  Thank you!,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Tracey was very professional but also friendly. I would be happy to work with her again.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Train your auditors better.  ,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Use people closer to the businesses ,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Using peoples websites when companies have similar names caused problems twice IN this process.  They need to look closely at the company names.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",VERY NICE WORKING WITH BOTH PEOPLE THAT WERE INVOLVED,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Very Professional,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Very Well done.  Give them a 10 of 10,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Very easy process.  I provided all information and then received final letter.  Not much communication needed.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Very efficient and streamlined audit process.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Very efficient process ,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Very efficient process.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Very friendly! Made things pleasant!,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Very helpful and good information received.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Very helpful and took the initiative to solve coverage problems and was told exactly what forms needed completed.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Very helpful in explaining different classifications.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Very helpful information and the audit staff was very friendly and willing to answer all our questions.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Very helpful. Answered all questions. ,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Very impressed with her.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Very impressed with the audit process and with Auditor Pam. Everything went smoothly. ,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Very informative and knowledgeable,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Very knowledgeable and professional.  Answered questions concisely and without condescension.  Actually enjoyed the process.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Very knowledgeable auditor with low pressure in providing audit,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","Very knowledgeable, quickly done.",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","Very nice and informational, easy to work with",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Very nice auditor understanding and helpful Thank you Sharon,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Very nice lady.  Worked well with me.  Thank you,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Very nice person and very understandable,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","Very nice, knowledgeable, helpful and easy to communicate with. I think that the audit went very smooth.  ",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","Very personable and knowledgable. It was a good experience.  We are a very small township, so not a lot of explanation was needed. :)",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","Very pleasant to talk to, clear explanations. ",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Very pleased with the auditor!,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","Very polite, professional and able to answer all my questions.  Excellent agent!!!",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Very professional and courteous audit.  Thank you.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Very professional and easy to communicate with.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Very professional and knowledgable,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Very professional and patient with my questions. ,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Very professional and well spoken ,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Very professional auditor,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Very professional during audit process.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","Very professional individual, does her job well.",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","Very professional, easy to work with.  Answered questions.",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Very professional.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Very professional.  Well done.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Very satisfied,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Very simple process that was handled well and went smoothly,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Very simple process. My auditor was excellent ,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Very smooth process,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Very thorough and concise. Findings were as expected upon gathering of information. He made the audit informative and it was a pleasure working with him.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","Want to return to in person audits.  I realize we couldn't this year because auditor tested positive, but prefer in person audits.",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","Was a little confused because Regenia originally said it was an on-site visit and I didn't understand the records needed/specifically what was being asked for, but then was contacted by David Hindley and he cleared up my questions and got the audit done quickly.   ",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Was expecting a written breakdown of findings etc. but never received.   ,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","Was very pleased with the auditor and her knowledge, she was very pleasant and helpful. ",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","We are a small township with 2 part time employees.  We have not had a claim in the 14 yrs I have been here.  We operate in a very safe manner to keep our employees from danger.  I am glad the premium is affordable, as we use tax dollars to pay it.   The woman I worked with was very nice and did a great job.",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",We are a very small company. Three to four employees total. It is simply amazing the money and time we spend with our accountant every year. Gathering information for all the different government agencies. I m sure nothing will change. I wasted more time typing this response. ,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",We did not receive any emails or written notification of how the audit went.  That is the only thing we are missing.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",We have been audited by Dawn in the past.  She is super professional and shares information (teaching) so well.  We have learned a lot from her.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",We have not received the results of the audit.  How/when will those be sent?,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","We have yet to receive the audit report.  We were told it would take about a month (which is fine), but at the time of this survey we're only two weeks out.",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",We prepared for the dates that were given to us and put a detailed binder together for the auditor.  Then two days prior to the audit we were informed of different dates so we had to ask the audit be delayed a few more days.  Our auditor was very sorry about this.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","We provided reports from Paychex, a widely used company. They don't allow for certain reports to have specific dates. This should be known knowledge, again because it is such a widely used company. Auditors should be aware of how to add them together or find the info they are looking for based on quarterly reports. We spent a lot of time creating excels for our auditor so she could see what we were talking about, even though the information was already given, just in a different format. ",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",We started the audit with the intentions of Auditing the 2020-2021 year and because where the audit fell after the true up for the 2021-2022 year they switch the audit to the current filing. So after I prepped everything for one audit year then I had to re prep for the second audit year. There should be a day that after letters are sent out that it switches to the next audit year so we don't have to prep twice for one audit.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",We still have not had the results of the audit or if it is complete and is there anything more that needs done and is it complete and satisfactory???,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",We thought the response via free from email was a little strange... usually handled in a more formal form or web app. But it works.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","We were very pleased with Mr Grau, he was engaging, friendly and very helpful",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Went very smooth ,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",What I thought would be a lengthy process was very direct and informative.  ,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","When we received the audit questionnaire notice, it stated it was a 'Final Notice'  However, it was the first and only notice we received.  We have also received other documents from the BWC that were either late being mailed or delayed in the mail service.",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Worked great being able to send all information electronically.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","Working with any governmental entity is a sobering situation. The auditor was not only helpful and knew his job, he did, by his demeanor and comments, set me at ease. He is the type of individual the government needs. ",1,858
